eid,raw_eid,highway
0,2569,tertiary
44405,34855904,primary
48393,40001847,secondary
1,2569,tertiary
2,2569,tertiary
3,2569,tertiary
72900,156998823,primary
134276,1016087350,tertiary
4,2570,secondary
121992,773816528,secondary
45468,35980522,primary
5,2573,residential
6,2573,residential
7,2573,residential
8,2573,residential
9,2573,residential
10,2573,residential
11,2573,residential
12,2573,residential
13,2573,residential
14,2573,residential
15,2573,residential
16,2573,residential
17,2573,residential
18,2573,residential
19,2573,residential
20,2573,residential
5934,4434920,residential
21,2573,residential
22,2573,residential
23,2573,residential
24,2573,residential
25,2573,residential
26,2573,residential
27,2573,residential
28,2573,residential
29,2574,tertiary
30,2574,tertiary
31,2574,tertiary
32,2574,tertiary
33,2574,tertiary
1924,4039585,residential
34,2574,tertiary
141779,1183368862,tertiary
36,286314,residential
20655,20445190,primary
101506,506006524,living_street
37,286537,living_street
38,286537,living_street
39,286537,living_street
40,286537,living_street
41,286537,living_street
77,286543,living_street
80,286546,living_street
42,286537,living_street
43,286537,living_street
44,286537,living_street
45,286537,living_street
46,286537,living_street
47,286537,living_street
48,286537,living_street
49,286537,living_street
50,286537,living_street
51,286537,living_street
52,286537,living_street
141548,1175878068,living_street
53,286538,living_street
58147,64963503,living_street
55530,55407694,living_street
54,286539,living_street
55,286539,living_street
56,286539,living_street
57,286539,living_street
97,286552,living_street
58,286539,living_street
59,286539,living_street
60,286539,living_street
61,286539,living_street
62,286539,living_street
63,286539,living_street
64,286539,living_street
49772,41466668,primary
65,286541,living_street
96193,390298292,tertiary
66,286541,living_street
67,286541,living_street
84,286548,living_street
68,286541,living_street
69,286541,living_street
5923,4433292,living_street
70,286541,living_street
71,286541,living_street
72,286541,living_street
81,286547,living_street
73,286541,living_street
78,286543,living_street
79,286543,living_street
23551,22972090,residential
82,286547,living_street
83,286547,living_street
55532,55407694,living_street
85,286548,living_street
86,286548,living_street
55539,55407694,living_street
87,286549,tertiary
94,286551,tertiary
141546,1175878061,living_street
88,286549,tertiary
89,286549,tertiary
90,286550,tertiary
91,286550,tertiary
92,286550,tertiary
93,286550,tertiary
4065,4221414,residential
114014,676755444,primary
95,286551,tertiary
96,286551,tertiary
18706,17249305,tertiary
98,286552,living_street
99,286552,living_street
148232,1296929328,living_street
100,286553,living_street
101,286553,living_street
102,286554,primary
49777,41466669,primary
103,286554,primary
104,286554,primary
23543,22964641,primary
105,286555,primary
112,1345035,residential
50539,43904125,primary
135467,1040019544,service
113,1345035,residential
114,1345035,residential
115,1345035,residential
116,1345035,residential
117,1345035,residential
118,1881556,residential
34665,27140345,residential
119,1881556,residential
120,1881556,residential
127600,871902108,service
121,1881556,residential
127582,871902101,service
122,1881556,residential
123,1881556,residential
124,1881556,residential
44755,34964535,service
125,1881556,residential
126,1881556,residential
127,1881556,residential
128,1881556,residential
134273,1016087349,residential
129,2114249,secondary
113998,675813418,tertiary
130,2114249,secondary
131,2114249,secondary
132,2114249,secondary
82170,237932366,secondary
135854,1059216050,secondary
133,2114251,tertiary
22573,22820207,tertiary
155571,1458763291,tertiary
134,2114252,residential
136735,1076642611,secondary
135,2114252,residential
136,2114252,residential
136729,1076642610,tertiary
139,3127158,primary
1807,4039512,primary
140,3127158,primary
121073,757328920,primary
141,3127175,service
116778,690204915,secondary
142,3127175,service
143,3127175,service
116782,690204918,tertiary
144,3127176,residential
145,3127176,residential
146,3127176,residential
147,3127176,residential
110214,627595550,service
148,3127176,residential
149,3127176,residential
150,3127176,residential
151,3127176,residential
152,3127176,residential
153,3127176,residential
154,3127176,residential
68145,120596404,service
155,3127176,residential
156,3127176,residential
68208,120726595,secondary
146728,1274578496,residential
157,3127178,residential
22442,22779142,residential
158,3127178,residential
141229,1167745259,residential
165,3127185,secondary
88684,304003330,residential
166,3127185,secondary
167,3127185,secondary
168,3127185,secondary
169,3127185,secondary
170,3127185,secondary
132455,977417672,secondary
171,3127196,tertiary
81850,233179770,primary
172,3127196,tertiary
173,3127196,tertiary
56243,56461021,tertiary
56250,56461022,tertiary
79770,207886735,residential
134059,1015228654,residential
174,3496759,residential
60184,74863246,residential
113595,673062635,primary
175,3496759,residential
176,3496759,residential
177,3496759,residential
125494,845789144,residential
178,3498992,residential
1853,4039523,residential
179,3498992,residential
180,3498992,residential
181,3498992,residential
182,3498992,residential
183,3498992,residential
184,3498992,residential
185,3498992,residential
186,3498992,residential
187,3498992,residential
104001,548562634,secondary
111821,654160910,unclassified
195,3599326,secondary
354,3630659,tertiary
140346,1146559450,tertiary
196,3599326,secondary
197,3599326,secondary
198,3599326,secondary
199,3599326,secondary
200,3599326,secondary
201,3599326,secondary
129283,879803158,secondary
207,3599327,secondary
72960,157910468,secondary
89539,309765258,primary
208,3599327,secondary
209,3599327,secondary
210,3599327,secondary
211,3599327,secondary
148588,1303225423,secondary
212,3599341,secondary
153444,1414022476,primary
213,3599341,secondary
214,3599341,secondary
215,3599341,secondary
120908,755684286,service
216,3599341,secondary
217,3599341,secondary
218,3599341,secondary
219,3599341,secondary
26657,23951296,residential
109962,625914983,secondary
224,3630515,primary
90502,320648521,primary
121987,773814788,secondary_link
225,3630515,primary
226,3630515,primary
227,3630515,primary
50534,43904125,primary
53604,51560040,residential
228,3630516,residential
43542,34372786,tertiary
229,3630516,residential
230,3630516,residential
2872,4080691,residential
112738,667267782,residential
231,3630637,tertiary
140335,1146559449,residential
232,3630637,tertiary
233,3630637,tertiary
234,3630637,tertiary
235,3630637,tertiary
236,3630637,tertiary
237,3630637,tertiary
238,3630637,tertiary
239,3630637,tertiary
140349,1146559451,tertiary
242,3630638,residential
60742,79951198,residential
243,3630638,residential
257,3630640,residential
888,4018414,unclassified
45449,35980519,primary
258,3630640,residential
259,3630640,residential
260,3630640,residential
261,3630640,residential
262,3630640,residential
25025,23416391,service
263,3630640,residential
264,3630640,residential
265,3630640,residential
266,3630640,residential
24986,23397416,residential
267,3630640,residential
268,3630640,residential
269,3630640,residential
286,3630644,residential
24988,23397455,residential
274,3630641,residential
72390,154802893,residential
275,3630641,residential
276,3630641,residential
277,3630641,residential
24990,23397523,residential
74611,166755017,living_street
278,3630643,residential
87837,298746803,secondary
279,3630643,residential
280,3630643,residential
281,3630643,residential
282,3630643,residential
283,3630643,residential
284,3630643,residential
285,3630643,residential
74619,166755018,residential
287,3630644,residential
288,3630644,residential
289,3630644,residential
290,3630644,residential
291,3630644,residential
292,3630644,residential
293,3630644,residential
87834,298746803,secondary
296,3630645,residential
148512,1301559088,residential
297,3630645,residential
298,3630647,residential
113992,675207389,secondary
299,3630647,residential
300,3630647,residential
301,3630647,residential
302,3630647,residential
303,3630647,residential
304,3630647,residential
62432,84416296,secondary
305,3630648,residential
74565,166755011,secondary
306,3630648,residential
307,3630648,residential
60736,79951198,residential
308,3630649,residential
25040,23416407,residential
309,3630649,residential
310,3630649,residential
311,3630649,residential
312,3630649,residential
313,3630649,residential
314,3630649,residential
315,3630649,residential
316,3630649,residential
45457,35980519,primary
323,3630650,tertiary
685,4018055,residential
45463,35980519,primary
324,3630650,tertiary
325,3630650,tertiary
80713,221095397,service
326,3630650,tertiary
327,3630650,tertiary
328,3630650,tertiary
53684,51689991,tertiary
333,3630654,residential
55873,56065702,tertiary
334,3630654,residential
335,3630654,residential
336,3630654,residential
337,3630655,residential
338,3630655,residential
339,3630655,residential
55884,56065703,residential
340,3630656,residential
132764,981929617,residential
341,3630656,residential
342,3630656,residential
343,3630656,residential
344,3630656,residential
140881,1157268719,service
345,3630656,residential
346,3630656,residential
347,3630656,residential
5939,4434938,residential
60747,79953347,residential
355,3630659,tertiary
356,3630659,tertiary
357,3630659,tertiary
2080,4039713,residential
358,3630659,tertiary
359,3630659,tertiary
56406,57941786,residential
56831,59431665,tertiary
360,3630660,residential
1967,4039601,residential
361,3630660,residential
362,3630660,residential
363,3630660,residential
364,3630660,residential
365,3630660,residential
366,3630660,residential
129320,880296683,service
367,3630660,residential
368,3630660,residential
127305,868253451,service
369,3630660,residential
37503,29064067,residential
370,3630700,primary
2703,4040097,primary
21249,21346422,primary
155446,1454862551,primary
371,3630703,residential
54575,53749410,primary
372,3630703,residential
373,3630703,residential
374,3630703,residential
375,3630703,residential
2909,4080779,residential
376,3630703,residential
377,3630703,residential
378,3630703,residential
54800,53799097,secondary
379,3630705,residential
56310,56668442,residential
380,3630705,residential
381,3630705,residential
382,3630705,residential
54808,53799097,secondary
383,3630706,residential
5926,4433293,residential
384,3630706,residential
385,3630706,residential
386,3630707,residential
50542,43904125,primary
52667,48670609,residential
387,3630707,residential
388,3630707,residential
389,3630710,service
125233,841237085,residential
390,3630710,service
391,3630710,service
392,3630710,service
393,3630710,service
394,3630710,service
395,3630710,service
396,3630710,service
682,4018052,residential
397,3630963,residential
122332,780111858,tertiary
398,3630963,residential
399,3630963,residential
400,3630963,residential
401,3630963,residential
402,3630963,residential
403,3630963,residential
127133,866729493,service
404,3630963,residential
405,3630963,residential
26632,23951197,residential
406,3630964,residential
49605,41361998,tertiary
407,3630964,residential
408,3630964,residential
409,3630964,residential
410,3630964,residential
411,3630966,residential
134283,1016087350,tertiary
412,3630966,residential
413,3630966,residential
414,3630966,residential
415,3630966,residential
26651,23951283,residential
419,3630968,residential
26640,23951218,residential
420,3630968,residential
421,3630968,residential
439,3630969,residential
440,3630969,residential
441,3630969,residential
136505,1069682234,service
442,3630969,residential
443,3630969,residential
444,3630969,residential
445,3630969,residential
446,3630969,residential
447,3630969,residential
448,3630969,residential
142558,1200752014,service
449,3630969,residential
450,3630969,residential
127609,871902113,service
451,3630969,residential
452,3630969,residential
453,3630969,residential
454,3630969,residential
130146,904762142,service
455,3630969,residential
134259,1016087345,residential
141937,1186868531,residential
456,3838029,secondary
66097,107220589,residential
457,3838029,secondary
458,3838029,secondary
29540,24658939,residential
459,3838029,secondary
460,3838029,secondary
461,3838029,secondary
37469,29047577,residential
462,3838029,secondary
463,3838029,secondary
120254,747319598,secondary
464,3839423,service
465,3839423,service
466,3839423,service
467,3839423,service
468,3839423,service
469,3839423,service
470,3839423,service
471,3839423,service
472,3839423,service
51617,45401993,service
72442,155436409,residential
473,3867659,primary
155671,1459835297,service
155673,1459835298,primary
474,3867659,primary
475,3867659,primary
476,3867659,primary
12728,10663892,residential
477,3867659,primary
35145,27485545,residential
66228,107629607,primary
478,3867660,primary
53479,51352697,tertiary
66378,108240901,service
479,3867660,primary
120684,752945323,primary
480,3869982,residential
89574,310297255,residential
481,3869983,tertiary
137489,1092900034,primary
156052,1471722462,primary
482,3869983,tertiary
483,3869983,tertiary
484,3869983,tertiary
485,3869983,tertiary
486,3869983,tertiary
113439,671617173,residential
487,3869983,tertiary
488,3869983,tertiary
489,3869983,tertiary
102736,526117137,residential
490,3869983,tertiary
491,3869983,tertiary
492,3869983,tertiary
2416,4039916,tertiary
493,3869983,tertiary
494,3869983,tertiary
495,3869983,tertiary
84779,253305930,tertiary
496,4006552,primary
49980,41740019,tertiary
497,4006552,primary
36709,28563155,primary
80994,224790753,primary
498,4006555,primary
102412,517156322,primary
499,4006555,primary
500,4006555,primary
501,4006555,primary
18410,17071060,residential
106760,582286356,primary
505,4006556,primary
506,4006556,primary
507,4006556,primary
99356,454673629,primary
508,4006558,primary
509,4006558,primary
510,4006558,primary
511,4006558,primary
512,4006558,primary
11365,8417581,trunk_link
135350,1037397884,primary
537,4006616,primary
538,4006616,primary
539,4006616,primary
540,4006616,primary
541,4006616,primary
542,4006616,primary
543,4006616,primary
544,4006616,primary
545,4006616,primary
546,4006616,primary
547,4006616,primary
548,4006616,primary
549,4006616,primary
550,4006616,primary
551,4006616,primary
552,4006616,primary
553,4006616,primary
554,4006616,primary
555,4006616,primary
556,4006616,primary
557,4006616,primary
558,4006616,primary
559,4006616,primary
560,4006616,primary
74895,170115853,primary
561,4018031,secondary
10959,8413383,residential
91356,331431170,primary
562,4018031,secondary
563,4018031,secondary
564,4018031,secondary
565,4018031,secondary
566,4018031,secondary
567,4018031,secondary
568,4018031,secondary
569,4018031,secondary
570,4018031,secondary
571,4018031,secondary
572,4018031,secondary
573,4018031,secondary
35251,27600371,secondary
123445,812959148,unclassified
574,4018032,secondary
575,4018032,secondary
576,4018032,secondary
577,4018032,secondary
578,4018032,secondary
579,4018032,secondary
580,4018032,secondary
581,4018032,secondary
582,4018033,residential
138564,1115801034,secondary
583,4018033,residential
584,4018033,residential
585,4018033,residential
586,4018033,residential
587,4018033,residential
588,4018033,residential
589,4018033,residential
590,4018033,residential
141556,1175912621,residential
591,4018033,residential
37520,29065047,residential
599,4018034,residential
132202,975709133,service
600,4018034,residential
601,4018034,residential
602,4018034,residential
603,4018034,residential
92996,356914670,service
604,4018034,residential
605,4018034,residential
111476,648489615,residential
606,4018041,primary
2302,4039870,primary
607,4018041,primary
608,4018041,primary
609,4018041,primary
610,4018041,primary
611,4018041,primary
612,4018041,primary
100388,478835108,primary
151638,1355343471,primary
630,4018042,secondary
4561,4251035,residential
631,4018042,secondary
632,4018042,secondary
633,4018042,secondary
634,4018042,secondary
635,4018042,secondary
636,4018042,secondary
637,4018042,secondary
4646,4251064,residential
638,4018042,secondary
639,4018042,secondary
640,4018042,secondary
641,4018042,secondary
642,4018042,secondary
643,4018042,secondary
644,4018042,secondary
645,4018042,secondary
646,4018042,secondary
4553,4251034,tertiary
69007,123487808,secondary
112728,666970007,residential
647,4018043,secondary
141729,1180389715,residential
648,4018043,secondary
649,4018043,secondary
54950,54112236,service
650,4018043,secondary
651,4018043,secondary
652,4018043,secondary
653,4018043,secondary
654,4018043,secondary
78267,192903838,tertiary
655,4018048,residential
23143,22926328,residential
656,4018048,residential
657,4018048,residential
100421,478835110,residential
658,4018050,tertiary
659,4018050,tertiary
660,4018050,tertiary
661,4018050,tertiary
662,4018050,tertiary
663,4018050,tertiary
664,4018050,tertiary
59567,70994511,tertiary
145815,1242468900,secondary
675,4018052,residential
50551,43904125,primary
676,4018052,residential
677,4018052,residential
129814,895921338,service
678,4018052,residential
679,4018052,residential
680,4018052,residential
681,4018052,residential
683,4018052,residential
684,4018052,residential
23655,23017514,residential
689,4018056,residential
686,4018055,residential
41618,31828406,service
687,4018055,residential
688,4018055,residential
30080,24675777,primary
112261,660971905,residential
112264,660971907,residential
690,4018056,residential
691,4018056,residential
692,4018056,residential
693,4018056,residential
694,4018056,residential
695,4018056,residential
696,4018056,residential
697,4018056,residential
698,4018056,residential
699,4018056,residential
700,4018056,residential
701,4018056,residential
702,4018056,residential
703,4018056,residential
704,4018056,residential
705,4018056,residential
706,4018056,residential
707,4018056,residential
708,4018056,residential
709,4018056,residential
710,4018056,residential
711,4018057,residential
729,4018060,residential
712,4018057,residential
713,4018057,residential
714,4018057,residential
715,4018058,residential
1442,4039334,unclassified
102039,515648015,primary
716,4018058,residential
155311,1448036798,residential
723,4018059,residential
732,4018060,residential
724,4018059,residential
725,4018059,residential
726,4018059,residential
727,4018059,residential
728,4018059,residential
144605,1226176269,service
131911,969856910,residential
730,4018060,residential
731,4018060,residential
733,4018060,residential
138079,1105472924,residential
734,4018271,residential
739,4018274,residential
55914,56066068,residential
735,4018271,residential
736,4018271,residential
737,4018271,residential
738,4018271,residential
740,4018274,residential
741,4018274,residential
742,4018274,residential
44409,34855904,primary
743,4018276,residential
44411,34855904,primary
744,4018276,residential
745,4018276,residential
746,4018276,residential
751,4018280,residential
68834,123461250,secondary
752,4018280,residential
753,4018280,residential
754,4018280,residential
55907,56066067,residential
758,4018282,residential
116013,686113269,residential
759,4018282,residential
95615,382752387,service
760,4018282,residential
761,4018284,residential
68843,123461252,tertiary
762,4018284,residential
763,4018284,residential
764,4018284,residential
765,4018292,residential
97367,404540436,residential
766,4018292,residential
767,4018292,residential
768,4018292,residential
769,4018292,residential
34794,27207660,residential
87696,296190650,residential
775,4018294,residential
776,4018294,residential
105492,568304221,service
777,4018294,residential
783,4018300,residential
778,4018294,residential
779,4018294,residential
49636,41400006,residential
780,4018298,residential
112670,666538554,residential
781,4018298,residential
782,4018298,residential
784,4018300,residential
785,4018300,residential
786,4018300,residential
801,4018303,tertiary
802,4018303,tertiary
803,4018303,tertiary
804,4018303,tertiary
805,4018303,tertiary
849,4018318,residential
806,4018303,tertiary
807,4018303,tertiary
808,4018303,tertiary
809,4018303,tertiary
810,4018303,tertiary
811,4018303,tertiary
812,4018303,tertiary
813,4018303,tertiary
814,4018303,tertiary
815,4018316,residential
816,4018316,residential
817,4018316,residential
818,4018316,residential
819,4018316,residential
820,4018316,residential
821,4018316,residential
822,4018316,residential
823,4018316,residential
824,4018316,residential
825,4018316,residential
826,4018316,residential
827,4018316,residential
828,4018316,residential
829,4018316,residential
830,4018316,residential
831,4018316,residential
832,4018316,residential
833,4018316,residential
834,4018317,residential
835,4018317,residential
836,4018317,residential
837,4018317,residential
838,4018317,residential
839,4018317,residential
840,4018317,residential
841,4018317,residential
842,4018317,residential
843,4018317,residential
844,4018317,residential
845,4018317,residential
142075,1189696706,residential
850,4018318,residential
851,4018318,residential
859,4018319,residential
149161,1315312835,tertiary
860,4018319,residential
861,4018319,residential
862,4018319,residential
863,4018319,residential
864,4018319,residential
865,4018319,residential
866,4018347,secondary
153912,1422177988,primary
867,4018347,secondary
868,4018347,secondary
869,4018347,secondary
870,4018347,secondary
871,4018347,secondary
872,4018347,secondary
873,4018347,secondary
874,4018347,secondary
875,4018347,secondary
876,4018347,secondary
877,4018347,secondary
878,4018347,secondary
879,4018347,secondary
880,4018347,secondary
137113,1084595655,secondary
881,4018352,unclassified
882,4018352,unclassified
883,4018352,unclassified
885,4018353,unclassified
884,4018352,unclassified
149158,1315274034,unclassified
39390,30152753,unclassified
889,4018414,unclassified
41606,31828406,service
74602,166755014,service
78910,197464174,unclassified
894,4028980,residential
62810,84865099,secondary
895,4028980,residential
896,4028980,residential
897,4028980,residential
32804,25463882,secondary
57404,60214016,residential
902,4028981,secondary
9847,5211141,residential
903,4028981,secondary
904,4028981,secondary
905,4028981,secondary
58986,68904229,tertiary
59060,68904250,secondary
65599,102350256,service
910,4028985,residential
112662,666532958,residential
911,4028985,residential
123870,825765204,service
912,4028985,residential
913,4028985,residential
33555,25761330,residential
914,4028986,residential
915,4028986,residential
916,4028986,residential
117561,699868651,residential
920,4028987,residential
62805,84865091,secondary
921,4028987,residential
922,4028987,residential
118176,708726039,secondary
923,4028989,secondary
924,4028989,secondary
925,4028989,secondary
147497,1289060472,service
926,4028989,secondary
84413,249012565,service
927,4028989,secondary
928,4028989,secondary
929,4029619,residential
78922,197496656,residential
930,4029619,residential
931,4029619,residential
932,4029619,residential
933,4029619,residential
147172,1283397657,service
934,4029619,residential
935,4029619,residential
936,4029619,residential
116391,687970492,service
937,4029619,residential
938,4029619,residential
7093,4527651,residential
939,4038483,residential
56971,59719867,primary
940,4038483,residential
941,4038483,residential
942,4038483,residential
112238,660301542,service
943,4038483,residential
944,4038483,residential
945,4038483,residential
946,4038483,residential
62840,84865102,secondary
947,4039025,primary
14527,13424116,primary
948,4039025,primary
949,4039025,primary
950,4039025,primary
951,4039025,primary
76286,178828673,primary
952,4039034,secondary
98791,443995224,secondary
953,4039034,secondary
954,4039034,secondary
955,4039034,secondary
956,4039034,secondary
957,4039034,secondary
958,4039034,secondary
959,4039034,secondary
960,4039034,secondary
32030,24981503,unclassified
961,4039034,secondary
962,4039034,secondary
963,4039034,secondary
29673,24663122,secondary
121487,761307760,residential
967,4039061,secondary
113599,673086800,primary
968,4039061,secondary
969,4039061,secondary
118070,707097179,secondary
970,4039087,primary
75995,176650401,primary
971,4039087,primary
972,4039087,primary
76004,176650404,primary
92819,352810487,primary
104060,549690086,service
973,4039091,residential
974,4039091,residential
975,4039091,residential
976,4039091,residential
155562,1458693310,residential
979,4039092,secondary
1748,4039483,secondary
980,4039092,secondary
103366,539320812,secondary
986,4039097,tertiary
133764,1012555086,tertiary
987,4039097,tertiary
988,4039097,tertiary
989,4039097,tertiary
5235,4263233,service
990,4039097,tertiary
49923,41662304,secondary
59778,71221835,tertiary
77822,190590916,secondary
991,4039102,residential
55286,54830382,tertiary
992,4039102,residential
993,4039102,residential
994,4039102,residential
89367,307329703,residential
995,4039102,residential
996,4039102,residential
43702,34491617,residential
66614,109400105,residential
67546,114848135,residential
1000,4039103,primary
137651,1094223892,tertiary
1001,4039103,primary
1002,4039103,primary
61647,83284216,secondary
154236,1423099484,primary
1003,4039108,residential
104571,554961489,primary
1004,4039108,residential
1005,4039108,residential
1006,4039108,residential
32245,25061749,service
53210,50556915,residential
1007,4039116,residential
91165,331135219,primary
1008,4039116,residential
93905,365158937,residential
1011,4039117,residential
1012,4039117,residential
1013,4039125,residential
57581,61972265,tertiary
1014,4039125,residential
1015,4039125,residential
1016,4039125,residential
1017,4039125,residential
1018,4039125,residential
1019,4039125,residential
1020,4039125,residential
1021,4039125,residential
27564,24030672,residential
1022,4039125,residential
1023,4039125,residential
35513,27631967,residential
1024,4039126,primary
60197,74864178,residential
72810,156620490,residential
1025,4039126,primary
1026,4039126,primary
1027,4039126,primary
1028,4039126,primary
1029,4039126,primary
1030,4039126,primary
1031,4039126,primary
131310,951738554,primary
1035,4039129,residential
32198,25034722,service
1036,4039129,residential
1037,4039129,residential
5998,4444157,residential
6223,4447081,residential
1050,4039136,primary
1051,4039136,primary
1052,4039136,primary
1053,4039136,primary
1054,4039136,primary
1055,4039136,primary
1056,4039136,primary
6784,4472351,residential
1057,4039136,primary
1058,4039136,primary
1059,4039136,primary
1060,4039136,primary
1061,4039136,primary
149434,1318009943,primary
1066,4039138,secondary
1067,4039138,secondary
1068,4039138,secondary
1069,4039138,secondary
140317,1145625623,secondary
1072,4039139,residential
6213,4447075,residential
43560,34378204,residential
1073,4039139,residential
64357,95500952,residential
1077,4039145,secondary
45519,36451817,residential
1078,4039145,secondary
1079,4039145,secondary
126515,858048000,secondary
1080,4039149,service
1081,4039149,service
1082,4039149,service
113900,674703656,service
105674,570738526,primary
1083,4039152,primary
2027,4039666,primary
146975,1279326377,tertiary
1084,4039152,primary
122535,791076374,primary
1085,4039153,secondary
42032,32013980,secondary
1086,4039153,secondary
1087,4039153,secondary
116242,686849901,secondary
1088,4039159,primary
1089,4039159,primary
1090,4039159,primary
1091,4039159,primary
25480,23696348,residential
1092,4039159,primary
1093,4039159,primary
1094,4039159,primary
139017,1124382378,primary
1106,4039160,secondary
1107,4039160,secondary
1108,4039160,secondary
1109,4039160,secondary
1110,4039160,secondary
31602,24915671,residential
60607,79649907,residential
1111,4039160,secondary
1112,4039160,secondary
27812,24031698,residential
31592,24915641,service
1113,4039160,secondary
1114,4039160,secondary
31610,24915688,service
1115,4039160,secondary
8416,5096877,residential
1116,4039160,secondary
5296,4293922,residential
60571,79388242,secondary
104843,560720440,service
1117,4039169,residential
2615,4040036,unclassified
102043,515648016,primary
1118,4039169,residential
1119,4039169,residential
1120,4039169,residential
1121,4039169,residential
1122,4039169,residential
1123,4039169,residential
37449,29021802,residential
37452,29021857,residential
1124,4039172,residential
1125,4039172,residential
1126,4039172,residential
1127,4039172,residential
141947,1186868554,residential
1128,4039177,living_street
6970,4517278,residential
1129,4039177,living_street
1130,4039177,living_street
1131,4039177,living_street
1132,4039177,living_street
1133,4039177,living_street
1134,4039177,living_street
1135,4039177,living_street
1136,4039177,living_street
134735,1025430500,residential
1137,4039178,residential
137681,1094223895,secondary
1138,4039178,residential
1139,4039178,residential
1140,4039178,residential
116596,688713654,service
1141,4039178,residential
1142,4039178,residential
116573,688713633,residential
1143,4039178,residential
9854,5211181,residential
19726,19712524,residential
19736,19712561,residential
1144,4039184,residential
103093,536749339,residential
155323,1449410075,secondary
1145,4039184,residential
1146,4039184,residential
1147,4039184,residential
1148,4039184,residential
137975,1103786190,residential
1149,4039190,tertiary
1150,4039190,tertiary
1151,4039190,tertiary
1152,4039190,tertiary
1153,4039190,tertiary
21952,22706126,tertiary
1154,4039200,primary
25452,23696190,tertiary
1155,4039200,primary
1156,4039200,primary
1157,4039200,primary
73867,162906508,service
1158,4039200,primary
1159,4039200,primary
1160,4039200,primary
24853,23346217,residential
1161,4039200,primary
145042,1230391868,residential
1162,4039200,primary
1163,4039200,primary
1164,4039200,primary
1165,4039200,primary
1166,4039200,primary
69185,127547871,service
1167,4039200,primary
1168,4039200,primary
67043,111808825,residential
110660,633809839,primary
110667,633809840,residential
1169,4039204,unclassified
79896,209282568,secondary
1170,4039204,unclassified
49624,41398907,unclassified
1173,4039207,primary
33090,25476298,primary
1174,4039207,primary
39059,30115192,primary
112742,667312034,service
1175,4039211,trunk_link
1176,4039211,trunk_link
1177,4039211,trunk_link
1178,4039211,trunk_link
1179,4039211,trunk_link
1180,4039211,trunk_link
1181,4039211,trunk_link
11692,10231210,primary
1182,4039212,primary
23506,22956648,primary
150097,1330498754,secondary
1183,4039212,primary
1184,4039212,primary
1185,4039212,primary
1186,4039212,primary
1187,4039212,primary
1188,4039212,primary
1189,4039212,primary
7041,4527589,residential
1190,4039212,primary
1191,4039212,primary
1192,4039212,primary
117169,695635986,service
1193,4039212,primary
7037,4527588,residential
1194,4039212,primary
1195,4039212,primary
1196,4039212,primary
1197,4039212,primary
1198,4039212,primary
1199,4039212,primary
1200,4039212,primary
1201,4039212,primary
20562,20275989,residential
1202,4039212,primary
1203,4039212,primary
1204,4039212,primary
1205,4039212,primary
1206,4039212,primary
1207,4039212,primary
1208,4039212,primary
78196,192222119,primary
115343,684100338,primary
1215,4039217,tertiary
21556,22498767,primary
1216,4039217,tertiary
1217,4039217,tertiary
1218,4039217,tertiary
1219,4039217,tertiary
1220,4039217,tertiary
7430,4650207,tertiary
1230,4039225,secondary
146440,1268628801,residential
1231,4039225,secondary
1232,4039225,secondary
1233,4039225,secondary
1234,4039225,secondary
1235,4039225,secondary
57088,59846821,residential
1236,4039225,secondary
1237,4039225,secondary
1238,4039225,secondary
95200,378989494,secondary
95203,378989495,residential
1239,4039226,tertiary
105915,572518391,tertiary
1243,4039230,secondary
44886,35098117,secondary
1244,4039230,secondary
1245,4039230,secondary
103837,548078039,secondary
1246,4039231,service
87450,294799033,service
1247,4039231,service
41884,32004189,secondary
1248,4039233,secondary
61711,83547404,secondary
1249,4039233,secondary
1250,4039233,secondary
1251,4039233,secondary
1252,4039233,secondary
1253,4039233,secondary
49723,41455854,secondary
1254,4039233,secondary
1255,4039233,secondary
1256,4039233,secondary
1257,4039233,secondary
154818,1431703833,residential
1258,4039233,secondary
154819,1431704162,secondary
1259,4039234,tertiary
1260,4039234,tertiary
1261,4039234,tertiary
1262,4039234,tertiary
141663,1177551332,tertiary
1274,4039243,residential
1956,4039598,tertiary
1275,4039243,residential
1276,4039243,residential
1277,4039243,residential
1278,4039243,residential
1279,4039243,residential
1280,4039243,residential
1281,4039243,residential
1282,4039243,residential
1283,4039243,residential
1284,4039243,residential
37457,29021872,residential
1292,4039245,secondary
1293,4039245,secondary
1294,4039245,secondary
1295,4039245,secondary
1296,4039245,secondary
1297,4039245,secondary
19479,19520228,residential
1298,4039245,secondary
43898,34675236,secondary
1299,4039249,tertiary
117670,701119872,primary
61409,83261038,tertiary
1300,4039250,secondary
1301,4039250,secondary
1302,4039250,secondary
1303,4039250,secondary
73732,162280846,primary
73733,162280847,secondary
1304,4039252,primary
10157,7379173,primary
1305,4039252,primary
1306,4039252,primary
1307,4039252,primary
150543,1339470340,primary
1308,4039255,primary
21928,22700860,residential
62634,84789825,primary
1309,4039258,primary
80885,222988760,tertiary
1310,4039258,primary
1311,4039258,primary
1312,4039258,primary
1313,4039258,primary
63991,89247258,living_street
1314,4039258,primary
41057,31297646,primary
1315,4039261,residential
125200,840806825,residential
1316,4039261,residential
1317,4039261,residential
1318,4039261,residential
1319,4039261,residential
115335,683979636,primary
1320,4039262,residential
55855,56065701,secondary
1321,4039262,residential
1322,4039262,residential
